metric,mean,std
accuracy,0.7115981735159818,0.1411390633067003
precision,0.955493292037475,0.012932973925317564
recall,0.7013612565445027,0.1670774393945496
f1_score,0.7961859849531644,0.1314434886324071
mse,0.6498630136986302,0.2481733101451344
mae,0.4842009132420092,0.15862848083929748
rmse,0.7934870239839814,0.14227212118920085
num_samples,2190.0,0.0
