metric,mean,std
accuracy,0.2985008994603238,0.04977501025721723
precision,0.784029734739857,0.3921712788824395
recall,0.0693156146179402,0.0692710249340991
f1_score,0.1217623098001176,0.11316643133898849
mse,1.4518089146512092,0.0836459389897508
mae,0.9580651609034578,0.05022137859290005
rmse,1.204392699667199,0.03531486428638033
num_samples,10006.0,0.0
