epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,115.728,1.26353,0.87824,1.26556,0.81133,0.7897,0.84514,0.4879,1.39452,0.79454,1.36618,0.00101873,0.00101873,0.00101873
31,119.462,1.24522,0.84568,1.24805,0.82571,0.80488,0.83687,0.48476,1.40269,0.81864,1.38429,0.00100459,0.00100459,0.00100459
32,123.182,1.25408,0.84742,1.25246,0.80399,0.82896,0.82895,0.47112,1.41253,0.8139,1.41525,0.00099044,0.00099044,0.00099044
33,127.055,1.25177,0.8465,1.2623,0.83178,0.80234,0.85074,0.49198,1.41068,0.81318,1.37853,0.000976293,0.000976293,0.000976293
34,130.947,1.2291,0.84095,1.25277,0.82448,0.78783,0.83167,0.46315,1.44912,0.83191,1.41734,0.000962146,0.000962146,0.000962146
35,134.82,1.2543,0.83995,1.25801,0.78333,0.84065,0.83948,0.48171,1.396,0.80261,1.38627,0.000947999,0.000947999,0.000947999
36,138.688,1.24691,0.83068,1.24598,0.83635,0.81717,0.85064,0.48485,1.40728,0.79228,1.39337,0.000933851,0.000933851,0.000933851
37,142.452,1.23437,0.82968,1.25185,0.82111,0.81046,0.84835,0.4756,1.40659,0.77243,1.37594,0.000919704,0.000919704,0.000919704
38,146.332,1.21842,0.81068,1.24666,0.82798,0.81054,0.85731,0.47003,1.41143,0.77263,1.40922,0.000905557,0.000905557,0.000905557
39,150.184,1.21749,0.81836,1.25007,0.81987,0.79774,0.84694,0.49238,1.38596,0.81017,1.38904,0.00089141,0.00089141,0.00089141
40,153.988,1.23966,0.8139,1.25292,0.81162,0.8185,0.84803,0.48954,1.3835,0.78486,1.40186,0.000877263,0.000877263,0.000877263
41,157.772,1.21681,0.7991,1.24186,0.83304,0.78092,0.83092,0.4618,1.40098,0.7807,1.38889,0.000863116,0.000863116,0.000863116
42,161.641,1.21927,0.80616,1.24779,0.77955,0.77954,0.82072,0.46742,1.40732,0.79664,1.39489,0.000848969,0.000848969,0.000848969
43,165.556,1.20166,0.79053,1.23153,0.83929,0.81669,0.86192,0.49322,1.38833,0.77425,1.3738,0.000834822,0.000834822,0.000834822
44,169.414,1.2057,0.80265,1.23457,0.87979,0.75278,0.85276,0.49307,1.39624,0.78229,1.39219,0.000820675,0.000820675,0.000820675
45,173.204,1.20875,0.78036,1.23204,0.84191,0.83925,0.86068,0.504,1.37722,0.75446,1.36741,0.000806528,0.000806528,0.000806528
46,177.143,1.22608,0.8036,1.25124,0.81972,0.81766,0.86268,0.49857,1.35863,0.76693,1.37485,0.00079238,0.00079238,0.00079238
47,181.024,1.20908,0.79225,1.23123,0.85141,0.81313,0.86241,0.50013,1.39983,0.75942,1.40215,0.000778233,0.000778233,0.000778233
48,184.87,1.20586,0.7926,1.23437,0.83901,0.8356,0.87172,0.49534,1.39936,0.74455,1.37789,0.000764086,0.000764086,0.000764086
49,188.783,1.20826,0.7665,1.23286,0.83589,0.83629,0.86209,0.48864,1.38303,0.75004,1.37706,0.000749939,0.000749939,0.000749939
50,192.679,1.19755,0.76192,1.23364,0.85535,0.82022,0.872,0.50094,1.38389,0.75441,1.38952,0.000735792,0.000735792,0.000735792
51,196.571,1.18821,0.76475,1.22539,0.80102,0.83759,0.83789,0.47357,1.38751,0.77356,1.36845,0.000721645,0.000721645,0.000721645
52,200.463,1.20704,0.78254,1.24214,0.79919,0.83063,0.84068,0.49999,1.36112,0.74736,1.36655,0.000707498,0.000707498,0.000707498
53,204.311,1.18574,0.77376,1.22995,0.81377,0.81354,0.84341,0.48994,1.38808,0.74881,1.37441,0.000693351,0.000693351,0.000693351
54,208.155,1.1684,0.75131,1.21363,0.84418,0.83689,0.86051,0.48375,1.39618,0.72617,1.40006,0.000679204,0.000679204,0.000679204
55,212.071,1.18642,0.76687,1.23162,0.84362,0.84803,0.866,0.48568,1.38615,0.74554,1.39221,0.000665057,0.000665057,0.000665057
56,215.944,1.17885,0.75533,1.22073,0.80818,0.84733,0.85841,0.49616,1.37656,0.74616,1.37034,0.000650909,0.000650909,0.000650909
57,219.782,1.17925,0.74964,1.21825,0.83076,0.84666,0.85682,0.49332,1.37124,0.74589,1.3724,0.000636762,0.000636762,0.000636762
58,223.644,1.16334,0.73761,1.22248,0.80805,0.85535,0.85465,0.4929,1.34933,0.75258,1.37171,0.000622615,0.000622615,0.000622615
59,227.55,1.16827,0.73952,1.22389,0.81312,0.87406,0.86129,0.49605,1.37343,0.729,1.37168,0.000608468,0.000608468,0.000608468
60,231.418,1.1568,0.73498,1.21993,0.81652,0.85289,0.85679,0.4906,1.37769,0.72704,1.38686,0.000594321,0.000594321,0.000594321
61,235.261,1.15867,0.73512,1.21844,0.85216,0.79947,0.85848,0.49705,1.3857,0.73755,1.38755,0.000580174,0.000580174,0.000580174
62,239.072,1.14745,0.72299,1.21219,0.83558,0.87666,0.88092,0.51224,1.37142,0.72707,1.37941,0.000566027,0.000566027,0.000566027
63,243.046,1.13998,0.72,1.21198,0.82188,0.85344,0.86701,0.50852,1.36885,0.72826,1.38186,0.00055188,0.00055188,0.00055188
64,246.951,1.15787,0.7273,1.22543,0.82351,0.8418,0.85802,0.49233,1.36809,0.73088,1.39139,0.000537733,0.000537733,0.000537733
65,250.838,1.15688,0.71733,1.21087,0.81334,0.89146,0.87348,0.50954,1.36841,0.70961,1.37831,0.000523586,0.000523586,0.000523586
66,254.643,1.14712,0.7137,1.20991,0.84258,0.84718,0.86642,0.49104,1.38852,0.72441,1.3852,0.000509438,0.000509438,0.000509438
67,258.5,1.12824,0.72248,1.19825,0.82288,0.83859,0.85509,0.49099,1.38188,0.73088,1.38502,0.000495291,0.000495291,0.000495291
68,262.436,1.13293,0.72094,1.20893,0.84992,0.82757,0.86062,0.49432,1.39454,0.73368,1.39684,0.000481144,0.000481144,0.000481144
69,266.323,1.13897,0.71971,1.21196,0.85444,0.83703,0.87472,0.50555,1.38476,0.72821,1.40623,0.000466997,0.000466997,0.000466997
70,270.208,1.13579,0.71689,1.20735,0.82875,0.83439,0.8624,0.50393,1.38386,0.72248,1.40596,0.00045285,0.00045285,0.00045285
71,273.952,1.12703,0.6962,1.19692,0.85111,0.85244,0.871,0.49582,1.37059,0.72343,1.38931,0.000438703,0.000438703,0.000438703
72,277.868,1.12824,0.70554,1.1983,0.81987,0.86368,0.85521,0.48523,1.39038,0.71731,1.39273,0.000424556,0.000424556,0.000424556
73,281.785,1.12322,0.69057,1.2015,0.82687,0.87586,0.87449,0.50459,1.38678,0.70894,1.39438,0.000410409,0.000410409,0.000410409
74,285.651,1.11237,0.68324,1.18881,0.8163,0.87217,0.86885,0.49971,1.39433,0.71018,1.39694,0.000396262,0.000396262,0.000396262
75,289.564,1.11638,0.69451,1.19732,0.82421,0.84242,0.85809,0.50274,1.3777,0.71767,1.39291,0.000382115,0.000382115,0.000382115
76,293.438,1.13145,0.69103,1.20642,0.80981,0.86664,0.86923,0.50466,1.37869,0.70829,1.39342,0.000367967,0.000367967,0.000367967
77,297.262,1.11037,0.69931,1.19833,0.82002,0.86523,0.87188,0.50637,1.37342,0.70205,1.38501,0.00035382,0.00035382,0.00035382
78,301.082,1.10693,0.67735,1.19663,0.83278,0.85517,0.8676,0.50294,1.37913,0.71015,1.39325,0.000339673,0.000339673,0.000339673
79,304.816,1.10552,0.68356,1.1891,0.85062,0.86986,0.88006,0.50559,1.37717,0.69602,1.38614,0.000325526,0.000325526,0.000325526
80,308.546,1.09981,0.67623,1.19113,0.84254,0.86082,0.87011,0.4994,1.38565,0.71296,1.38969,0.000311379,0.000311379,0.000311379
81,312.284,1.10847,0.68037,1.19338,0.83579,0.85549,0.86412,0.49682,1.37668,0.70738,1.3912,0.000297232,0.000297232,0.000297232
82,316.196,1.09498,0.67655,1.19185,0.79939,0.88014,0.86197,0.4959,1.38474,0.70505,1.39238,0.000283085,0.000283085,0.000283085
83,320.065,1.09564,0.68484,1.19473,0.8181,0.86981,0.87448,0.49594,1.39184,0.71414,1.39892,0.000268938,0.000268938,0.000268938
84,323.842,1.09455,0.66822,1.18574,0.87319,0.83723,0.88137,0.51203,1.38744,0.70265,1.40244,0.000254791,0.000254791,0.000254791
85,327.729,1.09792,0.66563,1.18932,0.82884,0.88146,0.87445,0.49345,1.40278,0.69905,1.41012,0.000240644,0.000240644,0.000240644
86,331.586,1.08552,0.66513,1.1855,0.85886,0.87802,0.87939,0.50168,1.38905,0.70863,1.39648,0.000226497,0.000226497,0.000226497
87,335.776,1.06369,0.65124,1.16691,0.85328,0.85663,0.87609,0.48932,1.38141,0.70437,1.40605,0.000212349,0.000212349,0.000212349
88,339.711,1.07233,0.65166,1.17661,0.85279,0.84294,0.87277,0.49861,1.37862,0.70333,1.40386,0.000198202,0.000198202,0.000198202
89,343.754,1.07539,0.65465,1.17802,0.85821,0.8483,0.8806,0.49745,1.38719,0.69576,1.39975,0.000184055,0.000184055,0.000184055
90,347.689,1.07561,0.65935,1.18261,0.87143,0.83521,0.87752,0.49254,1.39184,0.70426,1.39605,0.000169908,0.000169908,0.000169908
91,352.166,1.05029,0.62306,1.18788,0.8032,0.84793,0.84455,0.48078,1.39975,0.70173,1.42265,0.000155761,0.000155761,0.000155761
92,356.049,1.03955,0.56921,1.17702,0.86842,0.82838,0.86754,0.50117,1.39376,0.70782,1.41255,0.000141614,0.000141614,0.000141614
93,359.98,1.03057,0.57085,1.17394,0.83254,0.85864,0.86457,0.50252,1.39287,0.69623,1.39952,0.000127467,0.000127467,0.000127467
94,363.729,1.01998,0.56037,1.16494,0.84925,0.83868,0.85875,0.49869,1.39725,0.702,1.40607,0.00011332,0.00011332,0.00011332
95,367.536,1.01429,0.55854,1.16945,0.83872,0.84408,0.86406,0.50306,1.38467,0.70154,1.40099,9.91726e-05,9.91726e-05,9.91726e-05
96,371.557,1.01216,0.55098,1.16109,0.85436,0.83702,0.86235,0.49443,1.40237,0.69751,1.40873,8.50255e-05,8.50255e-05,8.50255e-05
97,376.192,1.00627,0.54623,1.16226,0.83302,0.86284,0.85967,0.49539,1.40212,0.69925,1.41124,7.08784e-05,7.08784e-05,7.08784e-05
98,380.395,1.00801,0.54393,1.15768,0.84412,0.84713,0.8624,0.48686,1.40428,0.69506,1.41266,5.67313e-05,5.67313e-05,5.67313e-05
99,384.972,1.00088,0.53677,1.15345,0.84302,0.84335,0.86376,0.49169,1.39894,0.69781,1.41097,4.25842e-05,4.25842e-05,4.25842e-05
100,389.064,1.00128,0.54039,1.15717,0.84568,0.84453,0.86102,0.48926,1.40409,0.69919,1.41252,2.84371e-05,2.84371e-05,2.84371e-05
