metric,mean,std
accuracy,0.6154507295622627,0.0836008621901221
precision,0.9551470667972352,0.006374218604611215
recall,0.5134617940199335,0.11960828034431203
f1_score,0.6587277833216939,0.10708178667100877
mse,0.8460523685788527,0.15824862158380637
mae,0.6116330201878872,0.09669560789034344
rmse,0.9158953362450329,0.0847826728963581
num_samples,10006.0,0.0
