metric,mean,std
accuracy,0.6040182648401826,0.09711348710676763
precision,0.9836291340425902,0.012726684057763246
recall,0.5558115183246073,0.1144161031209384
f1_score,0.7024488348947958,0.10065306425081037
mse,0.8661187214611872,0.15511393345979735
mae,0.6080365296803654,0.10005673835011908
rmse,0.9270640429973058,0.08167607754218228
num_samples,2190.0,0.0
