metric,mean,std
accuracy,0.25753424657534246,0.11143086951751144
precision,0.997136177673875,0.0044517476240394545
recall,0.14900523560209425,0.12804172040127348
f1_score,0.23894268690223788,0.18285618528172698
mse,1.3655707762557079,0.15037815735242685
mae,0.9606392694063928,0.11162021768841839
rmse,1.166710780878901,0.0660055303489998
num_samples,2190.0,0.0
