epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
59,685.166,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000608468,0.000608468,0.000608468
60,696.766,0.45829,15.4052,0.36587,0,0,0,0,nan,nan,nan,0.000594321,0.000594321,0.000594321
61,708.278,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000580174,0.000580174,0.000580174
62,719.791,0.46151,15.1663,0.36562,0,0,0,0,nan,nan,nan,0.000566027,0.000566027,0.000566027
63,731.278,0.45735,15.4914,0.36751,0,0,0,0,nan,nan,nan,0.00055188,0.00055188,0.00055188
64,742.822,0.46375,14.9841,0.36693,0,0,0,0,nan,nan,nan,0.000537733,0.000537733,0.000537733
65,754.335,0.45928,15.1906,0.36363,0,0,0,0,nan,nan,nan,0.000523586,0.000523586,0.000523586
66,765.838,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000509438,0.000509438,0.000509438
67,777.422,0.45022,15.2774,0.36239,0,0,0,0,nan,nan,nan,0.000495291,0.000495291,0.000495291
68,788.971,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000481144,0.000481144,0.000481144
69,800.497,0.4604,15.365,0.37067,0,0,0,0,nan,nan,nan,0.000466997,0.000466997,0.000466997
70,811.979,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00045285,0.00045285,0.00045285
71,823.485,0.46082,15.2375,0.36724,0,0,0,0,nan,nan,nan,0.000438703,0.000438703,0.000438703
72,835.055,0.45175,15.4814,0.35942,0,0,0,0,nan,nan,nan,0.000424556,0.000424556,0.000424556
73,846.555,0.46322,15.1404,0.36549,0,0,0,0,nan,nan,nan,0.000410409,0.000410409,0.000410409
74,858.069,0.46215,15.0734,0.36753,0,0,0,0,nan,nan,nan,0.000396262,0.000396262,0.000396262
75,869.605,0.46019,15.1496,0.36422,0,0,0,0,nan,nan,nan,0.000382115,0.000382115,0.000382115
76,881.099,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000367967,0.000367967,0.000367967
77,892.729,0.46316,15.332,0.36653,0,0,0,0,nan,nan,nan,0.00035382,0.00035382,0.00035382
78,904.301,0.45975,15.4045,0.36649,0,0,0,0,nan,nan,nan,0.000339673,0.000339673,0.000339673
79,916.772,0.45921,15.0396,0.36181,0,0,0,0,nan,nan,nan,0.000325526,0.000325526,0.000325526
80,929.397,0.4668,15.1445,0.37574,0,0,0,0,nan,nan,nan,0.000311379,0.000311379,0.000311379
81,940.992,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000297232,0.000297232,0.000297232
82,952.582,0.4558,15.43,0.36714,0,0,0,0,nan,nan,nan,0.000283085,0.000283085,0.000283085
83,964.188,0.46257,15.4227,0.36983,0,0,0,0,nan,nan,nan,0.000268938,0.000268938,0.000268938
84,975.788,0.45539,15.1457,0.36168,0,0,0,0,nan,nan,nan,0.000254791,0.000254791,0.000254791
85,987.567,0.4578,15.135,0.36358,0,0,0,0,nan,nan,nan,0.000240644,0.000240644,0.000240644
86,999.188,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000226497,0.000226497,0.000226497
87,1010.8,0.46021,14.945,0.36372,0,0,0,0,nan,nan,nan,0.000212349,0.000212349,0.000212349
88,1022.4,0.45904,14.9997,0.36155,0,0,0,0,nan,nan,nan,0.000198202,0.000198202,0.000198202
89,1034.08,0.45842,15.3494,0.36478,0,0,0,0,nan,nan,nan,0.000184055,0.000184055,0.000184055
90,1045.64,0.46423,15.1282,0.36662,0,0,0,0,nan,nan,nan,0.000169908,0.000169908,0.000169908
91,1057.84,0.41598,29.5826,0.43296,0,0,0,0,nan,nan,nan,0.000155761,0.000155761,0.000155761
92,1069.37,0.41425,29.3247,0.42197,0,0,0,0,nan,nan,nan,0.000141614,0.000141614,0.000141614
93,1080.83,0.41134,29.4401,0.42408,0,0,0,0,nan,nan,nan,0.000127467,0.000127467,0.000127467
94,1092.33,nan,nan,nan,0,0,0,0,nan,nan,nan,0.00011332,0.00011332,0.00011332
95,1103.92,0.40909,29.6717,0.41968,0,0,0,0,nan,nan,nan,9.91726e-05,9.91726e-05,9.91726e-05
96,1115.46,nan,nan,nan,0,0,0,0,nan,nan,nan,8.50255e-05,8.50255e-05,8.50255e-05
97,1127.09,0.41895,29.4728,0.43572,0,0,0,0,nan,nan,nan,7.08784e-05,7.08784e-05,7.08784e-05
98,1138.65,0.42086,29.4386,0.43851,0,0,0,0,nan,nan,nan,5.67313e-05,5.67313e-05,5.67313e-05
99,1150.24,0.41148,29.8075,0.42302,0,0,0,0,nan,nan,nan,4.25842e-05,4.25842e-05,4.25842e-05
100,1161.86,0.41513,29.5378,0.4301,0,0,0,0,nan,nan,nan,2.84371e-05,2.84371e-05,2.84371e-05
