metric,mean,std
accuracy,0.8217351598173515,0.054452203172212964
precision,0.9630100054093471,0.015809282143471895
recall,0.8286910994764398,0.07591904670710253
f1_score,0.8883409469674106,0.039342971172586234
mse,0.46356164383561643,0.13022056116350572
mae,0.3548858447488584,0.0746914728830005
rmse,0.674253185334356,0.09457423487446784
num_samples,2190.0,0.0
