metric,mean,std
accuracy,0.2588247051768939,0.01049140014500377
precision,0.9727823967563382,0.02847940868990024
recall,0.014963455149501662,0.014281257127442241
f1_score,0.029076466991855378,0.027414429754261168
mse,1.512292624425345,0.019867415555674398
mae,0.9978812712372577,0.010683659962819256
rmse,1.229726421583167,0.00809644895026859
num_samples,10006.0,0.0
