epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
54,632.862,0.35206,0.52381,0.30351,nan,0.98348,0.82594,0.47971,nan,nan,nan,0.000679204,0.000679204,0.000679204
55,644.564,0.348,0.51842,0.30168,0.82107,0.81151,0.81357,0.478,0.4331,0.56671,0.48471,0.000665057,0.000665057,0.000665057
56,656.195,0.3441,0.52121,0.29622,nan,0.97871,0.83297,0.49022,nan,nan,nan,0.000650909,0.000650909,0.000650909
57,667.778,0.34501,0.52154,0.29787,nan,0.98013,0.84598,0.49676,nan,nan,nan,0.000636762,0.000636762,0.000636762
58,679.529,0.33792,0.50909,0.29833,0.81133,0.82836,0.83754,0.49205,0.43548,0.56498,0.47781,0.000622615,0.000622615,0.000622615
59,691.548,0.33922,0.52219,0.30395,0.80553,0.79786,0.82823,0.47787,0.43722,0.56595,0.48869,0.000608468,0.000608468,0.000608468
60,703.064,0.34054,0.51349,0.30034,nan,0.97365,0.81413,0.4714,nan,nan,nan,0.000594321,0.000594321,0.000594321
61,714.624,0.33341,0.51387,0.29786,nan,0.97048,0.81048,0.4629,nan,nan,nan,0.000580174,0.000580174,0.000580174
62,726.151,0.33448,0.4919,0.29429,nan,0.92769,0.7703,0.43303,nan,nan,nan,0.000566027,0.000566027,0.000566027
63,737.66,0.33191,0.52707,0.2923,nan,0.97767,0.82379,0.47454,nan,nan,nan,0.00055188,0.00055188,0.00055188
64,749.179,0.32881,0.51608,0.28707,nan,0.9645,0.79536,0.46074,nan,nan,nan,0.000537733,0.000537733,0.000537733
65,760.707,0.32837,0.49687,0.2846,nan,0.95686,0.78403,0.45381,nan,nan,nan,0.000523586,0.000523586,0.000523586
66,772.223,0.32313,0.49951,0.28173,nan,0.96008,0.77482,0.45767,nan,nan,nan,0.000509438,0.000509438,0.000509438
67,783.719,0.32794,0.48864,0.28475,nan,0.95905,0.80782,0.47033,nan,nan,nan,0.000495291,0.000495291,0.000495291
68,795.237,0.32443,0.49185,0.28286,nan,0.95648,0.80682,0.47102,nan,nan,nan,0.000481144,0.000481144,0.000481144
69,806.735,0.32441,0.49457,0.29047,nan,0.91469,0.7685,0.44516,nan,nan,nan,0.000466997,0.000466997,0.000466997
70,818.253,0.3174,0.48458,0.27972,nan,0.93631,0.7754,0.43526,nan,nan,nan,0.00045285,0.00045285,0.00045285
71,829.773,0.32517,0.47409,0.27994,nan,0.95766,0.82659,0.47723,nan,nan,nan,0.000438703,0.000438703,0.000438703
72,841.327,0.31413,0.47645,0.26906,nan,0.90723,0.74999,0.44224,nan,nan,nan,0.000424556,0.000424556,0.000424556
73,852.902,0.31856,0.4715,0.27954,nan,0.89218,0.73874,0.41046,nan,nan,nan,0.000410409,0.000410409,0.000410409
74,864.491,0.31564,0.47085,0.26689,nan,0.9536,0.79939,0.45399,nan,nan,nan,0.000396262,0.000396262,0.000396262
75,876.063,0.31297,0.47159,0.26701,nan,0.94878,0.78939,0.44706,nan,nan,nan,0.000382115,0.000382115,0.000382115
76,887.569,0.30643,0.46989,0.26835,nan,0.94537,0.78249,0.44207,nan,nan,nan,0.000367967,0.000367967,0.000367967
77,899.157,0.31207,0.46337,0.27074,nan,0.94661,0.78415,0.44975,nan,nan,nan,0.00035382,0.00035382,0.00035382
78,910.727,0.30835,0.46607,0.27274,nan,0.94478,0.76875,0.44651,nan,nan,nan,0.000339673,0.000339673,0.000339673
79,922.319,0.30721,0.46444,0.26243,nan,0.91324,0.73131,0.42641,nan,nan,nan,0.000325526,0.000325526,0.000325526
80,933.977,0.30767,0.44708,0.26914,nan,0.92062,0.74438,0.41879,nan,nan,nan,0.000311379,0.000311379,0.000311379
81,945.645,0.30637,0.45582,0.26256,nan,0.9321,0.77233,0.43203,nan,nan,nan,0.000297232,0.000297232,0.000297232
82,957.21,0.30841,0.4544,0.27361,nan,0.9353,0.79528,0.44876,nan,nan,nan,0.000283085,0.000283085,0.000283085
83,968.703,0.29822,0.45143,0.26628,nan,0.90072,0.74047,0.41493,nan,nan,nan,0.000268938,0.000268938,0.000268938
84,980.215,0.29048,0.44453,0.24978,nan,0.86151,0.71198,0.41488,nan,nan,nan,0.000254791,0.000254791,0.000254791
85,991.734,0.29393,0.44869,0.25595,nan,0.9462,0.77066,0.44354,nan,nan,nan,0.000240644,0.000240644,0.000240644
86,1003.23,0.30004,0.43831,0.25943,nan,0.96956,0.81901,0.46608,nan,nan,nan,0.000226497,0.000226497,0.000226497
87,1014.71,0.29122,0.43369,0.24459,nan,0.97048,0.81461,0.46303,nan,nan,nan,0.000212349,0.000212349,0.000212349
88,1026.2,0.28261,0.43167,0.24516,nan,0.95799,0.8106,0.45407,nan,nan,nan,0.000198202,0.000198202,0.000198202
89,1037.68,0.2867,0.43793,0.24504,nan,0.96592,0.79693,0.45696,nan,nan,nan,0.000184055,0.000184055,0.000184055
90,1049.23,0.28585,0.42444,0.24354,nan,0.97477,0.79854,0.46019,nan,nan,nan,0.000169908,0.000169908,0.000169908
91,1061.24,0.2576,0.34422,0.24917,nan,0.98132,0.80085,0.44752,nan,nan,nan,0.000155761,0.000155761,0.000155761
92,1072.8,0.24847,0.33579,0.24144,nan,0.97353,0.79556,0.45745,nan,nan,nan,0.000141614,0.000141614,0.000141614
93,1084.27,0.24457,0.3307,0.23188,nan,0.97368,0.79695,0.45173,nan,nan,nan,0.000127467,0.000127467,0.000127467
94,1095.75,0.24237,0.32706,0.23536,nan,0.96956,0.79276,0.45565,nan,nan,nan,0.00011332,0.00011332,0.00011332
95,1107.26,0.23833,0.3188,0.22745,nan,0.96559,0.78527,0.4515,nan,nan,nan,9.91726e-05,9.91726e-05,9.91726e-05
96,1118.75,0.23842,0.31879,0.22928,nan,0.97613,0.78796,0.45158,nan,nan,nan,8.50255e-05,8.50255e-05,8.50255e-05
97,1130.24,0.23551,0.31803,0.22358,nan,0.96548,0.77594,0.44431,nan,nan,nan,7.08784e-05,7.08784e-05,7.08784e-05
98,1141.72,0.23211,0.31127,0.22142,nan,0.97125,0.77506,0.44071,nan,nan,nan,5.67313e-05,5.67313e-05,5.67313e-05
99,1153.18,0.23047,0.30875,0.21695,nan,0.97125,0.77404,0.4427,nan,nan,nan,4.25842e-05,4.25842e-05,4.25842e-05
100,1164.69,0.23007,0.31096,0.21834,nan,0.97125,0.77513,0.44184,nan,nan,nan,2.84371e-05,2.84371e-05,2.84371e-05
