metric,mean,std
accuracy,0.724945032980212,0.06500560901716906
precision,0.9033475673177895,0.025471346306927822
recall,0.7130099667774086,0.1064732535643228
f1_score,0.7912446593709177,0.06566205021522586
mse,0.6386168299020587,0.13132005119098197
mae,0.4906656006396162,0.08050472566136424
rmse,0.7950156934563479,0.08103627002880283
num_samples,10006.0,0.0
