metric,mean,std
accuracy,0.19552511415525115,0.047797903751218826
precision,0.9983193277310924,0.003361344537815114
recall,0.07780104712041884,0.05497791059340782
f1_score,0.13957838302495534,0.09314092166245619
mse,1.4432876712328766,0.06644386363276321
mae,1.0226484018264839,0.047873048550812196
rmse,1.2010482786153756,0.027761550171420468
num_samples,2190.0,0.0
