epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
16,185.481,0.4107,0.63969,0.36465,0.75365,0.70524,0.7335,0.42728,0.44091,0.61921,0.5064,0.00121679,0.00121679,0.00121679
17,196.896,0.41342,0.62858,0.36728,0.73073,0.79842,0.78317,0.45913,0.43813,0.59298,0.4848,0.00120265,0.00120265,0.00120265
18,208.627,0.40633,0.64005,0.35673,0.78101,0.69761,0.74159,0.42066,0.45391,0.63827,0.50838,0.0011885,0.0011885,0.0011885
19,220.087,0.40132,0.61599,0.35764,0.81308,0.79159,0.8025,0.47132,0.44347,0.60968,0.50025,0.00117435,0.00117435,0.00117435
20,231.778,0.40932,0.62762,0.36696,0.7794,0.7566,0.78451,0.44674,0.45507,0.58451,0.51309,0.00116021,0.00116021,0.00116021
21,243.177,0.40727,0.63002,0.36318,0.78419,0.76562,0.80044,0.46734,0.43732,0.58755,0.48094,0.00114606,0.00114606,0.00114606
22,254.593,0.39535,0.58864,0.34451,0.8103,0.76958,0.79587,0.47022,0.43226,0.58054,0.4899,0.00113191,0.00113191,0.00113191
23,266.519,0.39075,0.5999,0.3425,0.80498,0.77765,0.79309,0.46366,0.43848,0.54986,0.50868,0.00111776,0.00111776,0.00111776
24,277.914,0.38986,0.60099,0.34276,0.82131,0.75259,0.80784,0.4783,0.42427,0.5712,0.47095,0.00110362,0.00110362,0.00110362
25,289.61,0.38821,0.59446,0.34627,0.83181,0.73356,0.78565,0.46052,0.43673,0.5902,0.50229,0.00108947,0.00108947,0.00108947
26,301.018,0.39045,0.57918,0.34628,0.8343,0.78964,0.81563,0.48526,0.42952,0.57567,0.4757,0.00107532,0.00107532,0.00107532
27,312.717,0.3909,0.57289,0.34149,0.82114,0.78773,0.81755,0.46696,0.43916,0.56935,0.48376,0.00106118,0.00106118,0.00106118
28,324.172,0.38957,0.60195,0.34008,0.81286,0.80865,0.80837,0.47825,0.42993,0.5811,0.47209,0.00104703,0.00104703,0.00104703
29,335.632,0.38982,0.5816,0.34555,0.83586,0.77999,0.82712,0.48698,0.42704,0.56402,0.46228,0.00103288,0.00103288,0.00103288
30,347.367,0.3825,0.58948,0.33852,0.76688,0.78799,0.78483,0.45863,0.43754,0.56767,0.4879,0.00101873,0.00101873,0.00101873
31,358.805,0.37788,0.59987,0.32766,0.81092,0.78556,0.81245,0.47786,0.42406,0.59418,0.47406,0.00100459,0.00100459,0.00100459
32,370.248,0.37581,0.56354,0.32064,0.80264,0.79485,0.8021,0.48143,0.42917,0.55299,0.47265,0.00099044,0.00099044,0.00099044
33,381.71,0.38135,0.56787,0.33803,0.82028,0.73436,0.78016,0.43949,0.45698,0.57123,0.53731,0.000976293,0.000976293,0.000976293
34,393.191,0.37601,0.57163,0.33794,0.83177,0.73819,0.79273,0.4613,0.43121,0.56957,0.47285,0.000962146,0.000962146,0.000962146
35,404.699,0.37823,0.58412,0.33093,0.8018,0.75769,0.79945,0.45086,0.44635,0.58123,0.51375,0.000947999,0.000947999,0.000947999
36,416.168,0.3787,0.56467,0.32263,0.81289,0.79863,0.81999,0.48199,0.42195,0.56627,0.46125,0.000933851,0.000933851,0.000933851
37,427.635,0.37519,0.57256,0.33226,0.80797,0.77755,0.81765,0.46758,0.43381,0.56552,0.48673,0.000919704,0.000919704,0.000919704
38,439.14,0.37104,0.56295,0.32793,0.82116,0.77748,0.81752,0.48371,0.43224,0.5544,0.47609,0.000905557,0.000905557,0.000905557
39,450.619,0.37075,0.56247,0.32634,0.81632,0.82793,0.83973,0.49477,0.43464,0.54322,0.48415,0.00089141,0.00089141,0.00089141
40,462.376,0.36573,0.55402,0.32351,0.81825,0.77051,0.79411,0.45735,0.44106,0.57724,0.50694,0.000877263,0.000877263,0.000877263
41,473.976,0.36641,0.55257,0.32965,0.81228,0.7895,0.81974,0.47994,0.43058,0.55411,0.47437,0.000863116,0.000863116,0.000863116
42,485.533,0.36263,0.55349,0.32343,0.81542,0.74377,0.79642,0.46352,0.43173,0.55977,0.47227,0.000848969,0.000848969,0.000848969
43,497.105,0.3615,0.55371,0.31455,0.76855,0.77074,0.79983,0.47342,0.43057,0.56792,0.46387,0.000834822,0.000834822,0.000834822
44,508.566,0.36756,0.53708,0.32402,0.81986,0.81767,0.82776,0.48032,0.43207,0.54982,0.46823,0.000820675,0.000820675,0.000820675
45,520.112,0.35627,0.54187,0.31479,0.83369,0.79139,0.80335,0.45427,0.45336,0.56415,0.52227,0.000806528,0.000806528,0.000806528
46,531.62,0.36769,0.55274,0.32047,0.78081,0.78062,0.80562,0.47353,0.43525,0.57545,0.49145,0.00079238,0.00079238,0.00079238
47,543.106,0.36162,0.54852,0.30884,0.82821,0.77976,0.83093,0.47627,0.43534,0.57151,0.49738,0.000778233,0.000778233,0.000778233
48,554.548,0.34935,0.54546,0.30863,nan,0.96646,0.82324,0.47789,nan,nan,nan,0.000764086,0.000764086,0.000764086
49,565.989,0.36139,0.5343,0.31389,0.8515,0.75399,0.79742,0.4611,0.44356,0.56179,0.50829,0.000749939,0.000749939,0.000749939
50,577.493,0.35649,0.53457,0.30712,0.8037,0.78223,0.8013,0.46049,0.44917,0.55608,0.52425,0.000735792,0.000735792,0.000735792
51,589.011,0.35734,0.52925,0.30917,0.80702,0.78999,0.80634,0.47053,0.43527,0.57484,0.4772,0.000721645,0.000721645,0.000721645
52,600.478,0.35631,0.54094,0.31328,0.8449,0.77693,0.81429,0.46989,0.43418,0.56223,0.48307,0.000707498,0.000707498,0.000707498
53,611.925,0.34635,0.54444,0.30563,0.85452,0.77702,0.80691,0.4712,0.43963,0.54751,0.48833,0.000693351,0.000693351,0.000693351
54,623.46,0.34783,0.53047,0.3058,0.87222,0.77506,0.81777,0.46791,0.44373,0.56585,0.50725,0.000679204,0.000679204,0.000679204
55,634.937,0.35164,0.52676,0.30796,0.80682,0.79559,0.81498,0.47195,0.43289,0.57607,0.47214,0.000665057,0.000665057,0.000665057
56,646.462,0.34903,0.52263,0.30527,nan,0.79682,0.63838,0.36746,nan,nan,nan,0.000650909,0.000650909,0.000650909
57,657.933,0.34782,0.52159,0.3008,0.77214,0.83883,0.82068,0.47658,0.4317,0.55248,0.47596,0.000636762,0.000636762,0.000636762
58,669.366,0.33888,0.51341,0.29726,0.78174,0.82806,0.80762,0.47744,0.43238,0.56048,0.48504,0.000622615,0.000622615,0.000622615
59,680.815,0.34322,0.52684,0.30374,0.83515,0.82408,0.8453,0.48767,0.43555,0.54836,0.48638,0.000608468,0.000608468,0.000608468
60,692.28,0.34336,0.51124,0.30154,0.81681,0.81819,0.83363,0.48886,0.43672,0.57005,0.48714,0.000594321,0.000594321,0.000594321
61,703.819,0.33763,0.51358,0.29795,0.80687,0.7779,0.80431,0.46816,0.43906,0.57124,0.48149,0.000580174,0.000580174,0.000580174
62,715.383,0.33567,0.49386,0.29785,0.81845,0.80976,0.8233,0.47845,0.44516,0.55934,0.48826,0.000566027,0.000566027,0.000566027
63,726.925,0.33763,0.51692,0.29889,nan,0.98152,0.81939,0.4786,nan,nan,nan,0.00055188,0.00055188,0.00055188
64,738.474,0.33542,0.49701,0.29673,0.84327,0.79015,0.82429,0.47475,0.44914,0.54722,0.50467,0.000537733,0.000537733,0.000537733
65,750.026,0.32738,0.49481,0.2882,0.82603,0.80403,0.819,0.47353,0.43623,0.5554,0.47916,0.000523586,0.000523586,0.000523586
66,761.592,0.3284,0.49752,0.28566,0.80049,0.81779,0.8149,0.47061,0.4447,0.5575,0.50938,0.000509438,0.000509438,0.000509438
67,773.128,0.32588,0.49299,0.28653,0.85222,0.78941,0.81835,0.47312,0.44627,0.56297,0.49215,0.000495291,0.000495291,0.000495291
68,784.611,0.31886,0.4954,0.2843,0.84896,0.77287,0.8027,0.45653,0.44695,0.57114,0.50142,0.000481144,0.000481144,0.000481144
69,796.064,0.32543,0.50231,0.29093,0.81322,0.80341,0.81604,0.46456,0.43236,0.57491,0.46555,0.000466997,0.000466997,0.000466997
70,807.564,0.32044,0.48984,0.27867,0.86533,0.77854,0.81479,0.46171,0.44617,0.56423,0.5001,0.00045285,0.00045285,0.00045285
71,819.128,0.31902,0.48299,0.27216,0.84453,0.79475,0.829,0.46999,0.44714,0.56341,0.49638,0.000438703,0.000438703,0.000438703
72,830.72,0.31961,0.4769,0.27728,0.85773,0.78673,0.83173,0.47063,0.4391,0.5668,0.48619,0.000424556,0.000424556,0.000424556
73,842.183,0.32126,0.4752,0.27981,0.81098,0.819,0.82422,0.4667,0.43752,0.56849,0.48433,0.000410409,0.000410409,0.000410409
74,853.653,0.31173,0.47742,0.26938,0.85981,0.79969,0.82376,0.46445,0.43615,0.58095,0.47889,0.000396262,0.000396262,0.000396262
75,865.132,0.3078,0.4686,0.26573,0.85403,0.79939,0.83098,0.46922,0.43923,0.55386,0.485,0.000382115,0.000382115,0.000382115
76,876.601,0.30567,0.46377,0.26628,0.82894,0.81858,0.8329,0.47321,0.43713,0.57428,0.47923,0.000367967,0.000367967,0.000367967
77,888.149,0.3084,0.46201,0.26605,0.83997,0.77653,0.82336,0.46583,0.44326,0.55709,0.49185,0.00035382,0.00035382,0.00035382
78,899.601,0.30934,0.46117,0.26913,0.86087,0.76578,0.80819,0.46093,0.44225,0.5634,0.48861,0.000339673,0.000339673,0.000339673
79,911.054,0.31169,0.45839,0.26354,0.86413,0.77035,0.81439,0.44953,0.4502,0.5864,0.50179,0.000325526,0.000325526,0.000325526
80,922.56,0.30175,0.46416,0.26478,0.82754,0.79984,0.81772,0.46834,0.44151,0.58437,0.48658,0.000311379,0.000311379,0.000311379
81,934.129,0.29772,0.45358,0.2621,0.81253,0.78451,0.79919,0.45156,0.45083,0.57662,0.49773,0.000297232,0.000297232,0.000297232
82,945.659,0.296,0.46086,0.25977,0.82249,0.78434,0.80551,0.45815,0.43878,0.59219,0.48821,0.000283085,0.000283085,0.000283085
83,957.122,0.29529,0.45359,0.25504,0.82122,0.79026,0.80809,0.45556,0.44663,0.58958,0.50561,0.000268938,0.000268938,0.000268938
84,968.627,0.29536,0.44571,0.25583,0.86728,0.78652,0.82422,0.46368,0.44588,0.58429,0.49683,0.000254791,0.000254791,0.000254791
85,980.107,0.29308,0.43835,0.2549,0.84095,0.78393,0.81068,0.4581,0.44403,0.59355,0.49788,0.000240644,0.000240644,0.000240644
86,991.562,0.29367,0.44912,0.25025,nan,0.96424,0.81127,0.45977,nan,nan,nan,0.000226497,0.000226497,0.000226497
87,1003.11,0.29048,0.43544,0.24222,nan,0.96925,0.79214,0.45006,nan,nan,nan,0.000212349,0.000212349,0.000212349
88,1014.64,0.28466,0.43408,0.24857,nan,0.97585,0.82355,0.46966,nan,nan,nan,0.000198202,0.000198202,0.000198202
89,1026.17,0.28378,0.43501,0.24991,nan,0.97081,0.79221,0.44173,nan,nan,nan,0.000184055,0.000184055,0.000184055
90,1037.72,0.28246,0.41038,0.24606,0.80715,0.80149,0.80137,0.45467,0.4501,0.58102,0.49465,0.000169908,0.000169908,0.000169908
91,1049.74,0.25972,0.34429,0.25834,nan,0.96274,0.79628,0.44371,nan,nan,nan,0.000155761,0.000155761,0.000155761
92,1061.38,0.24861,0.33465,0.23707,nan,0.97015,0.7942,0.44335,nan,nan,nan,0.000141614,0.000141614,0.000141614
93,1072.96,0.2475,0.32927,0.24022,nan,0.9698,0.80073,0.45025,nan,nan,nan,0.000127467,0.000127467,0.000127467
94,1084.53,0.24115,0.32042,0.22964,nan,0.97459,0.80047,0.45089,nan,nan,nan,0.00011332,0.00011332,0.00011332
95,1096.13,0.24314,0.32188,0.23401,nan,0.96957,0.80559,0.4564,nan,nan,nan,9.91726e-05,9.91726e-05,9.91726e-05
96,1107.7,0.23799,0.32192,0.23193,nan,0.97255,0.80093,0.4502,nan,nan,nan,8.50255e-05,8.50255e-05,8.50255e-05
97,1119.26,0.23726,0.3129,0.22808,nan,0.96643,0.80433,0.45757,nan,nan,nan,7.08784e-05,7.08784e-05,7.08784e-05
98,1130.83,0.23196,0.31249,0.22369,nan,0.96792,0.79932,0.44847,nan,nan,nan,5.67313e-05,5.67313e-05,5.67313e-05
99,1142.37,0.23191,0.31762,0.2189,nan,0.97427,0.80378,0.45001,nan,nan,nan,4.25842e-05,4.25842e-05,4.25842e-05
100,1153.94,0.22696,0.31116,0.2164,nan,0.97427,0.80103,0.44813,nan,nan,nan,2.84371e-05,2.84371e-05,2.84371e-05
