metric,mean,std
accuracy,0.26462122726364184,0.017569151339277403
precision,0.969282692790655,0.023556372689475226
recall,0.02291029900332226,0.02423704600768866
f1_score,0.043649600771138754,0.04534605375440793
mse,1.502138716769938,0.031480990770386116
mae,0.9919648211073355,0.01780376132138273
rmse,1.225549888864156,0.01289134108588953
num_samples,10006.0,0.0
