metric,mean,std
accuracy,0.49976014391365176,0.08569426787878257
precision,0.9674605252479062,0.010885855219856903
recall,0.3479867109634552,0.12162471825585364
f1_score,0.4984411881979944,0.13561962885694348
mse,1.0685988406955826,0.16969489210234037
mae,0.7390765540675595,0.09686385855286246
rmse,1.0305308224875824,0.08127154851883527
num_samples,10006.0,0.0
