epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,47.6218,1.31015,0.95157,1.25062,0.77191,0.74285,0.7815,0.4379,1.43612,0.88387,1.30729,0.00120265,0.00120265,0.00120265
18,50.2755,1.29545,0.93199,1.24378,0.83439,0.76666,0.81889,0.45587,1.47148,0.83161,1.3287,0.0011885,0.0011885,0.0011885
19,52.9904,1.30084,0.93804,1.25024,0.83944,0.78893,0.82542,0.46424,1.43361,0.88146,1.31644,0.00117435,0.00117435,0.00117435
20,55.719,1.29928,0.91672,1.25006,0.81039,0.79609,0.80584,0.47355,1.41216,0.82095,1.29747,0.00116021,0.00116021,0.00116021
21,58.3828,1.28776,0.94096,1.24111,0.77185,0.78825,0.8038,0.47038,1.40848,0.84605,1.29729,0.00114606,0.00114606,0.00114606
22,61.008,1.29513,0.92158,1.23549,0.81864,0.74881,0.80295,0.45908,1.43832,0.84196,1.31568,0.00113191,0.00113191,0.00113191
23,63.6379,1.28717,0.91552,1.23523,0.82318,0.74619,0.80888,0.46263,1.41356,0.82843,1.30833,0.00111776,0.00111776,0.00111776
24,66.2513,1.27505,0.90577,1.23668,0.8024,0.83178,0.83306,0.46933,1.39242,0.81241,1.28907,0.00110362,0.00110362,0.00110362
25,68.8919,1.27922,0.90159,1.22821,0.79254,0.8232,0.82,0.47556,1.39325,0.79664,1.28594,0.00108947,0.00108947,0.00108947
26,71.5654,1.27749,0.89325,1.22692,0.80888,0.78216,0.81859,0.47991,1.39884,0.80268,1.30257,0.00107532,0.00107532,0.00107532
27,74.2746,1.25755,0.87518,1.22504,0.79965,0.78847,0.80163,0.46367,1.38449,0.79197,1.2907,0.00106118,0.00106118,0.00106118
28,76.9465,1.27191,0.87844,1.22501,0.81261,0.79817,0.81077,0.47764,1.39944,0.79012,1.28972,0.00104703,0.00104703,0.00104703
29,79.6256,1.26614,0.88517,1.22276,0.80375,0.80838,0.83294,0.4801,1.41554,0.81444,1.30147,0.00103288,0.00103288,0.00103288
30,82.3419,1.26125,0.88299,1.22827,0.78569,0.81747,0.81676,0.47352,1.41131,0.80067,1.30728,0.00101873,0.00101873,0.00101873
31,84.9621,1.24279,0.85886,1.21453,0.80056,0.80178,0.82375,0.48465,1.37944,0.76714,1.28421,0.00100459,0.00100459,0.00100459
32,87.6609,1.25972,0.85841,1.21717,0.81493,0.82074,0.85466,0.50243,1.35442,0.76205,1.26652,0.00099044,0.00099044,0.00099044
33,90.4061,1.24509,0.85484,1.21204,0.78861,0.78236,0.82275,0.48198,1.38063,0.77743,1.28335,0.000976293,0.000976293,0.000976293
34,93.1013,1.24397,0.85899,1.21506,0.8386,0.80621,0.82463,0.47173,1.38651,0.78716,1.28539,0.000962146,0.000962146,0.000962146
35,95.7892,1.23884,0.84418,1.21625,0.87531,0.77152,0.84768,0.48677,1.38775,0.77792,1.28328,0.000947999,0.000947999,0.000947999
36,98.4348,1.24442,0.83385,1.20496,0.83267,0.8008,0.85952,0.50346,1.36262,0.75835,1.2633,0.000933851,0.000933851,0.000933851
37,101.1,1.24392,0.83964,1.20986,0.85329,0.80479,0.86159,0.4944,1.39101,0.75156,1.28353,0.000919704,0.000919704,0.000919704
38,103.745,1.23213,0.83617,1.20738,0.82968,0.78626,0.82305,0.48386,1.3858,0.7682,1.28737,0.000905557,0.000905557,0.000905557
39,106.376,1.2228,0.83209,1.20577,0.83676,0.79762,0.83308,0.48972,1.37036,0.7669,1.27819,0.00089141,0.00089141,0.00089141
40,109.024,1.22301,0.83719,1.20662,0.80815,0.82552,0.83811,0.4892,1.39375,0.77915,1.28316,0.000877263,0.000877263,0.000877263
41,111.662,1.20431,0.81261,1.19311,0.83702,0.81925,0.84931,0.49805,1.37518,0.7496,1.27696,0.000863116,0.000863116,0.000863116
42,114.293,1.21727,0.80792,1.20045,0.82147,0.80832,0.85203,0.50264,1.36497,0.73478,1.26282,0.000848969,0.000848969,0.000848969
43,116.911,1.21544,0.82623,1.20371,0.81782,0.84456,0.85111,0.50979,1.34207,0.74615,1.26447,0.000834822,0.000834822,0.000834822
44,119.595,1.2139,0.81147,1.19727,0.80085,0.83217,0.84701,0.49159,1.38673,0.74999,1.27655,0.000820675,0.000820675,0.000820675
45,122.248,1.21044,0.81479,1.19148,0.79743,0.83942,0.85221,0.49787,1.36697,0.7514,1.26916,0.000806528,0.000806528,0.000806528
46,124.881,1.22647,0.80943,1.19979,0.82161,0.81889,0.85263,0.50507,1.35624,0.73756,1.26632,0.00079238,0.00079238,0.00079238
47,127.492,1.17834,0.7862,1.17392,0.85857,0.78073,0.84204,0.50166,1.35509,0.73147,1.2674,0.000778233,0.000778233,0.000778233
48,130.209,1.20197,0.80068,1.19251,0.82882,0.81959,0.84665,0.49332,1.37296,0.73224,1.27405,0.000764086,0.000764086,0.000764086
49,132.936,1.18371,0.78078,1.17802,0.84816,0.81296,0.8671,0.51596,1.33822,0.73295,1.26372,0.000749939,0.000749939,0.000749939
50,135.643,1.19907,0.78384,1.18806,0.87398,0.8106,0.86248,0.50985,1.34721,0.7271,1.26097,0.000735792,0.000735792,0.000735792
51,138.253,1.18561,0.77686,1.17363,0.83296,0.82796,0.86519,0.51443,1.34089,0.73515,1.25176,0.000721645,0.000721645,0.000721645
52,140.991,1.18778,0.79526,1.18783,0.88027,0.75925,0.83881,0.48688,1.37292,0.75876,1.27072,0.000707498,0.000707498,0.000707498
53,143.698,1.17673,0.77587,1.18047,0.85046,0.81641,0.86599,0.51369,1.33881,0.73454,1.25972,0.000693351,0.000693351,0.000693351
54,146.323,1.1835,0.76871,1.17499,0.85256,0.79979,0.86625,0.5114,1.36135,0.73422,1.26323,0.000679204,0.000679204,0.000679204
55,148.984,1.1757,0.77956,1.1782,0.82261,0.85276,0.8638,0.51082,1.34787,0.71234,1.26513,0.000665057,0.000665057,0.000665057
56,151.671,1.16868,0.76671,1.17132,0.79868,0.85126,0.85459,0.50433,1.35254,0.7149,1.26489,0.000650909,0.000650909,0.000650909
57,154.386,1.16406,0.76287,1.17151,0.80134,0.86466,0.86475,0.50842,1.33927,0.70022,1.2507,0.000636762,0.000636762,0.000636762
58,157.053,1.1603,0.75569,1.17461,0.79257,0.85556,0.8673,0.50609,1.3266,0.72581,1.25044,0.000622615,0.000622615,0.000622615
59,159.694,1.16055,0.76077,1.1794,0.85569,0.83023,0.86377,0.50376,1.34396,0.72309,1.25958,0.000608468,0.000608468,0.000608468
60,162.375,1.16335,0.76078,1.17111,0.83626,0.82427,0.87515,0.50983,1.35933,0.72233,1.26049,0.000594321,0.000594321,0.000594321
61,165.05,1.15292,0.75852,1.17131,0.81074,0.8434,0.86202,0.49853,1.3511,0.72076,1.26503,0.000580174,0.000580174,0.000580174
62,167.727,1.16074,0.75325,1.17003,0.83319,0.84799,0.86951,0.51208,1.35929,0.7035,1.26171,0.000566027,0.000566027,0.000566027
63,170.352,1.16427,0.75965,1.17465,0.83487,0.83985,0.87139,0.50552,1.36261,0.69999,1.27301,0.00055188,0.00055188,0.00055188
64,173.077,1.14735,0.75106,1.17001,0.84496,0.833,0.85696,0.50203,1.36088,0.70043,1.26529,0.000537733,0.000537733,0.000537733
65,175.725,1.15096,0.74361,1.1642,0.8279,0.83867,0.87322,0.50865,1.34718,0.70088,1.2644,0.000523586,0.000523586,0.000523586
66,178.383,1.13174,0.72589,1.15787,0.84406,0.84159,0.85765,0.50068,1.36701,0.70109,1.27554,0.000509438,0.000509438,0.000509438
67,181.045,1.1407,0.72502,1.16234,0.85752,0.81985,0.87757,0.51366,1.34772,0.70071,1.26225,0.000495291,0.000495291,0.000495291
68,183.69,1.13467,0.72676,1.16454,0.85037,0.83165,0.86397,0.50686,1.35965,0.71094,1.26076,0.000481144,0.000481144,0.000481144
69,186.37,1.14153,0.73227,1.17009,0.84634,0.82257,0.87496,0.51707,1.34281,0.71064,1.25414,0.000466997,0.000466997,0.000466997
70,189.054,1.12351,0.72461,1.15864,0.84917,0.83887,0.87432,0.50739,1.34929,0.71523,1.2541,0.00045285,0.00045285,0.00045285
71,191.717,1.13825,0.72787,1.15623,0.81716,0.84407,0.85631,0.51864,1.33365,0.69592,1.2528,0.000438703,0.000438703,0.000438703
72,194.376,1.11488,0.72633,1.14939,0.83255,0.83997,0.87407,0.50437,1.34973,0.69975,1.26291,0.000424556,0.000424556,0.000424556
73,197.003,1.12067,0.71718,1.15642,0.83032,0.84665,0.87985,0.52077,1.33395,0.69453,1.25581,0.000410409,0.000410409,0.000410409
74,199.675,1.12918,0.71056,1.1507,0.82354,0.84423,0.86666,0.51755,1.33373,0.69991,1.25566,0.000396262,0.000396262,0.000396262
75,202.36,1.1179,0.71737,1.14704,0.81547,0.87069,0.88041,0.51581,1.34564,0.68741,1.25981,0.000382115,0.000382115,0.000382115
76,204.99,1.1037,0.70622,1.14346,0.8645,0.80505,0.87665,0.51868,1.35625,0.69687,1.26859,0.000367967,0.000367967,0.000367967
77,207.668,1.10942,0.70926,1.14841,0.82139,0.84242,0.86612,0.51372,1.33829,0.69946,1.25731,0.00035382,0.00035382,0.00035382
78,210.319,1.10977,0.70828,1.15769,0.84081,0.83248,0.8716,0.52351,1.33395,0.68688,1.25635,0.000339673,0.000339673,0.000339673
79,213.072,1.10206,0.702,1.14462,0.84609,0.8167,0.87635,0.51166,1.34856,0.68895,1.26409,0.000325526,0.000325526,0.000325526
80,215.797,1.10475,0.70996,1.15177,0.82173,0.85466,0.87566,0.51284,1.34257,0.6914,1.25957,0.000311379,0.000311379,0.000311379
81,218.51,1.10737,0.70411,1.14701,0.82545,0.86088,0.88704,0.52482,1.34399,0.6805,1.26027,0.000297232,0.000297232,0.000297232
82,221.26,1.11204,0.70237,1.15429,0.83472,0.83915,0.87663,0.52076,1.34915,0.68355,1.25805,0.000283085,0.000283085,0.000283085
83,223.936,1.10086,0.70133,1.14744,0.86568,0.8417,0.88304,0.52159,1.33019,0.68201,1.25249,0.000268938,0.000268938,0.000268938
84,226.576,1.09251,0.68109,1.14125,0.8245,0.85924,0.87489,0.51618,1.34457,0.682,1.26195,0.000254791,0.000254791,0.000254791
85,229.204,1.09519,0.69764,1.14006,0.8071,0.84886,0.86714,0.52079,1.33419,0.68226,1.25481,0.000240644,0.000240644,0.000240644
86,232.075,1.09541,0.6927,1.14481,0.83811,0.83739,0.87471,0.52096,1.33799,0.6749,1.25725,0.000226497,0.000226497,0.000226497
87,234.733,1.08638,0.68309,1.13169,0.84765,0.83644,0.8695,0.5156,1.33868,0.68585,1.2556,0.000212349,0.000212349,0.000212349
88,237.46,1.06281,0.67681,1.1277,0.84757,0.83661,0.87526,0.51877,1.34016,0.68376,1.25336,0.000198202,0.000198202,0.000198202
89,240.178,1.08322,0.69697,1.13853,0.82875,0.84841,0.86325,0.51536,1.33976,0.68075,1.25775,0.000184055,0.000184055,0.000184055
90,242.866,1.07539,0.67112,1.13412,0.83665,0.84051,0.87722,0.51813,1.34059,0.67539,1.25926,0.000169908,0.000169908,0.000169908
91,246.744,1.04766,0.6298,1.13733,0.84202,0.84663,0.87666,0.51522,1.34953,0.67758,1.26744,0.000155761,0.000155761,0.000155761
92,249.787,1.04232,0.59223,1.12859,0.84921,0.83289,0.87196,0.50633,1.35252,0.68327,1.26855,0.000141614,0.000141614,0.000141614
93,252.602,1.03079,0.59155,1.12832,0.82743,0.86284,0.87681,0.51556,1.35078,0.67833,1.26587,0.000127467,0.000127467,0.000127467
94,255.564,1.01843,0.58715,1.12847,0.84745,0.84242,0.8726,0.50854,1.35357,0.68757,1.26967,0.00011332,0.00011332,0.00011332
95,258.486,1.02079,0.57519,1.11825,0.8426,0.84289,0.87514,0.51382,1.3558,0.6839,1.26785,9.91726e-05,9.91726e-05,9.91726e-05
96,261.259,1.02315,0.57598,1.12348,0.84873,0.83457,0.86768,0.51016,1.35288,0.68959,1.26748,8.50255e-05,8.50255e-05,8.50255e-05
97,264.056,1.01692,0.56949,1.11787,0.86389,0.84273,0.87467,0.51397,1.35346,0.67926,1.26956,7.08784e-05,7.08784e-05,7.08784e-05
98,266.824,1.01306,0.5669,1.12071,0.86045,0.82679,0.87173,0.51352,1.34837,0.6846,1.26589,5.67313e-05,5.67313e-05,5.67313e-05
99,269.51,0.99848,0.56505,1.11384,0.85499,0.84636,0.87423,0.51177,1.35042,0.68629,1.26575,4.25842e-05,4.25842e-05,4.25842e-05
100,272.224,1.00347,0.5626,1.11673,0.86953,0.8402,0.87357,0.51182,1.35316,0.68361,1.2703,2.84371e-05,2.84371e-05,2.84371e-05
