metric,mean,std
accuracy,0.2551868878672796,0.007937931997620428
precision,0.9828932520875648,0.021174954264835625
recall,0.00986046511627907,0.010868904684408284
f1_score,0.019289329836179227,0.021170723353441796
mse,1.5207075754547272,0.01474220887429109
mae,1.0016590045972416,0.007937931997620409
rmse,1.233155184213674,0.005988914898944443
num_samples,10006.0,0.0
