metric,mean,std
accuracy,0.7223066160303817,0.056636595946667256
precision,0.946049391654836,0.014048296436473377
recall,0.6705382059800664,0.09037730623784512
f1_score,0.7804707189947045,0.05911376290431252
mse,0.6395162902258644,0.11929503472633578
mae,0.4810513691784929,0.071303376945427
rmse,0.7963473890387828,0.07312404663978826
num_samples,10006.0,0.0
