metric,mean,std
accuracy,0.8112328767123287,0.03886657567281638
precision,0.9671902144906397,0.018292164344103294
recall,0.8120418848167539,0.05340827405782865
f1_score,0.8814567919373164,0.029088766343010216
mse,0.48100456621004567,0.08014477840065061
mae,0.37506849315068497,0.0476757813747054
rmse,0.6912393690087524,0.056503990500030146
num_samples,2190.0,0.0
