metric,mean,std
accuracy,0.6902283105022831,0.08706631107457231
precision,0.9832773429032649,0.008148801052581166
recall,0.6568586387434554,0.10679067743506376
f1_score,0.7821000918828248,0.0746557632194005
mse,0.708675799086758,0.15246301148591357
mae,0.5150684931506849,0.09418930333040443
rmse,0.8367460204764638,0.09236826459103292
num_samples,2190.0,0.0
