metric,mean,std
accuracy,0.6359817351598174,0.10270639743532814
precision,0.9807545867031402,0.010601461823376571
recall,0.5950785340314135,0.12352408736350522
f1_score,0.7327530204543067,0.09489045279194251
mse,0.8190867579908676,0.1708129767860465
mae,0.5728767123287671,0.10811628347325572
rmse,0.9001114724065398,0.09426608739625644
num_samples,2190.0,0.0
