metric,mean,std
accuracy,0.6836098340995402,0.07786613933209854
precision,0.9456516647907307,0.01821191591073797
recall,0.6174352159468439,0.12308748416455967
f1_score,0.7385735193892381,0.08545264806306337
mse,0.7050769538277034,0.13944816259619142
mae,0.529222466520088,0.08774650015955231
rmse,0.8355776076795809,0.08298804354948731
num_samples,10006.0,0.0
