epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
25,293.962,0.39527,0.61437,0.35221,nan,0.97403,0.79029,0.45417,nan,nan,nan,0.00108947,0.00108947,0.00108947
26,305.621,0.39567,0.61863,0.34657,nan,0.98366,0.80925,0.46041,nan,nan,nan,0.00107532,0.00107532,0.00107532
27,317.318,0.39936,0.61366,0.34721,nan,0.97883,0.79888,0.45422,nan,nan,nan,0.00106118,0.00106118,0.00106118
28,329.006,0.38685,0.61236,0.34419,0.8149,0.74265,0.77167,0.44179,0.44196,0.5799,0.51491,0.00104703,0.00104703,0.00104703
29,340.612,0.40072,0.61741,0.35562,0.84099,0.75854,0.80448,0.4474,0.44505,0.5911,0.52002,0.00103288,0.00103288,0.00103288
30,352.273,0.39574,0.60651,0.34483,nan,0.93187,0.77543,0.44731,nan,nan,nan,0.00101873,0.00101873,0.00101873
31,363.963,0.39,0.60625,0.33879,0.76166,0.78269,0.79426,0.45958,0.44344,0.57541,0.51729,0.00100459,0.00100459,0.00100459
32,375.562,0.39511,0.59472,0.33934,nan,0.99175,0.83088,0.47985,nan,nan,nan,0.00099044,0.00099044,0.00099044
33,387.28,0.3905,0.59934,0.34122,nan,0.93481,0.79649,0.45947,nan,nan,nan,0.000976293,0.000976293,0.000976293
34,399.068,0.38519,0.59706,0.33728,nan,0.74563,0.62676,0.36836,nan,nan,nan,0.000962146,0.000962146,0.000962146
35,410.805,0.38484,0.59847,0.33666,0.83131,0.77616,0.81127,0.45706,0.43476,0.58811,0.49812,0.000947999,0.000947999,0.000947999
36,422.535,0.38637,0.59259,0.32989,0.86201,0.73386,0.8,0.4445,0.44328,0.59009,0.53016,0.000933851,0.000933851,0.000933851
37,434.297,0.37823,0.57706,0.33617,0.835,0.7915,0.84937,0.4872,0.42907,0.56562,0.49779,0.000919704,0.000919704,0.000919704
38,446.31,0.37162,0.57923,0.32971,nan,0.98787,0.84342,0.49342,nan,nan,nan,0.000905557,0.000905557,0.000905557
39,457.934,0.37652,0.5871,0.33738,nan,0.91147,0.76249,0.41731,nan,nan,nan,0.00089141,0.00089141,0.00089141
40,469.67,0.37359,0.58871,0.32972,0.81678,0.78594,0.81253,0.47096,0.43313,0.56296,0.49134,0.000877263,0.000877263,0.000877263
41,481.348,0.37575,0.57801,0.32864,0.81853,0.79758,0.83554,0.48223,0.43269,0.55659,0.4924,0.000863116,0.000863116,0.000863116
42,492.97,0.3736,0.58556,0.33376,0.81799,0.83957,0.82977,0.47072,0.4385,0.5687,0.51082,0.000848969,0.000848969,0.000848969
43,504.64,0.37148,0.57137,0.32397,0.81428,0.80166,0.82603,0.47886,0.43298,0.55368,0.49168,0.000834822,0.000834822,0.000834822
44,516.347,0.37243,0.57801,0.32162,0.78009,0.80024,0.81393,0.45974,0.43501,0.56315,0.50697,0.000820675,0.000820675,0.000820675
45,528.019,0.37305,0.5603,0.32895,0.85119,0.7807,0.81822,0.4827,0.43303,0.55892,0.50287,0.000806528,0.000806528,0.000806528
46,539.623,0.37654,0.56213,0.32868,nan,0.97995,0.82283,0.48706,nan,nan,nan,0.00079238,0.00079238,0.00079238
47,551.261,0.37632,0.5622,0.32403,nan,0.96562,0.79538,0.46923,nan,nan,nan,0.000778233,0.000778233,0.000778233
48,562.894,0.36762,0.55791,0.32033,nan,0.95537,0.78543,0.43957,nan,nan,nan,0.000764086,0.000764086,0.000764086
49,574.664,0.36554,0.5564,0.31938,nan,0.95769,0.82232,0.46921,nan,nan,nan,0.000749939,0.000749939,0.000749939
50,586.396,0.36526,0.54845,0.31615,nan,0.9482,0.8091,0.46718,nan,nan,nan,0.000735792,0.000735792,0.000735792
51,598.133,0.36488,0.53688,0.31769,nan,0.92113,0.75028,0.42723,nan,nan,nan,0.000721645,0.000721645,0.000721645
52,609.824,0.36401,0.54395,0.32449,nan,0.8835,0.74229,0.42654,nan,nan,nan,0.000707498,0.000707498,0.000707498
53,621.468,0.36006,0.53606,0.31501,nan,0.97823,0.8178,0.47317,nan,nan,nan,0.000693351,0.000693351,0.000693351
54,633.254,0.35132,0.54144,0.30137,0.81501,0.80024,0.82125,0.47025,0.43998,0.57059,0.51013,0.000679204,0.000679204,0.000679204
55,645.14,0.35731,0.54578,0.30601,nan,0.85344,0.7124,0.41303,nan,nan,nan,0.000665057,0.000665057,0.000665057
56,656.944,0.35882,0.53681,0.30839,nan,0.75993,0.6307,0.35872,nan,nan,nan,0.000650909,0.000650909,0.000650909
57,668.715,0.35592,0.54475,0.30472,nan,0.83883,0.71127,0.39745,nan,nan,nan,0.000636762,0.000636762,0.000636762
58,680.49,0.34931,0.53339,0.30439,nan,0.97451,0.80647,0.46579,nan,nan,nan,0.000622615,0.000622615,0.000622615
59,692.269,0.34402,0.53231,0.30729,0.83062,0.80643,0.83408,0.47622,0.4413,0.56449,0.51327,0.000608468,0.000608468,0.000608468
60,704.056,0.34646,0.53303,0.30616,0.83902,0.80774,0.82824,0.46337,0.44158,0.57187,0.52381,0.000594321,0.000594321,0.000594321
61,715.799,0.34475,0.53153,0.30434,0.86888,0.78476,0.81889,0.46768,0.4466,0.56941,0.52993,0.000580174,0.000580174,0.000580174
62,727.557,0.33934,0.51833,0.29655,0.84698,0.81691,0.83331,0.48438,0.43461,0.55747,0.49913,0.000566027,0.000566027,0.000566027
63,739.337,0.34206,0.50927,0.30328,nan,0.98274,0.8278,0.46319,nan,nan,nan,0.00055188,0.00055188,0.00055188
64,751.096,0.34105,0.51897,0.3034,0.8007,0.84314,0.84413,0.48714,0.43149,0.56625,0.49945,0.000537733,0.000537733,0.000537733
65,762.744,0.33994,0.51276,0.29878,nan,0.98491,0.81151,0.46098,nan,nan,nan,0.000523586,0.000523586,0.000523586
66,774.499,0.34329,0.50357,0.2988,nan,0.98241,0.82296,0.47094,nan,nan,nan,0.000509438,0.000509438,0.000509438
67,786.219,0.33163,0.50574,0.28709,nan,0.97853,0.81361,0.46705,nan,nan,nan,0.000495291,0.000495291,0.000495291
68,797.965,0.32934,0.5166,0.29391,nan,0.98601,0.80954,0.45833,nan,nan,nan,0.000481144,0.000481144,0.000481144
69,809.685,0.33159,0.50422,0.29229,0.82014,0.82045,0.81583,0.46674,0.44306,0.58097,0.5159,0.000466997,0.000466997,0.000466997
70,821.391,0.32989,0.50145,0.28904,nan,0.96019,0.80829,0.46334,nan,nan,nan,0.00045285,0.00045285,0.00045285
71,833.109,0.32816,0.48493,0.28364,0.8089,0.82864,0.83108,0.456,0.45548,0.56848,0.53907,0.000438703,0.000438703,0.000438703
72,844.84,0.32537,0.49338,0.28278,0.80578,0.82887,0.81608,0.4634,0.43583,0.58817,0.50582,0.000424556,0.000424556,0.000424556
73,856.567,0.32543,0.48798,0.28421,0.7911,0.80997,0.81347,0.46387,0.43918,0.58126,0.51095,0.000410409,0.000410409,0.000410409
74,868.309,0.32479,0.48039,0.27686,nan,0.98166,0.81208,0.46145,nan,nan,nan,0.000396262,0.000396262,0.000396262
75,880.036,0.32523,0.47642,0.28193,0.82922,0.80846,0.8266,0.46573,0.44146,0.58561,0.50737,0.000382115,0.000382115,0.000382115
76,891.76,0.32734,0.48791,0.28927,0.8098,0.81473,0.82967,0.47025,0.44515,0.56197,0.52468,0.000367967,0.000367967,0.000367967
77,903.505,0.32349,0.47578,0.27868,nan,0.97995,0.81028,0.45127,nan,nan,nan,0.00035382,0.00035382,0.00035382
78,915.24,0.31691,0.47545,0.27757,nan,0.98507,0.81637,0.46609,nan,nan,nan,0.000339673,0.000339673,0.000339673
79,927.001,0.31809,0.47345,0.27211,nan,0.97808,0.81721,0.46184,nan,nan,nan,0.000325526,0.000325526,0.000325526
80,938.73,0.32046,0.46505,0.28358,nan,0.97745,0.7982,0.44984,nan,nan,nan,0.000311379,0.000311379,0.000311379
81,950.453,0.31833,0.47459,0.27801,0.80614,0.80214,0.79384,0.46254,0.4443,0.59201,0.5181,0.000297232,0.000297232,0.000297232
82,962.2,0.31164,0.47813,0.27418,0.8433,0.77084,0.79805,0.45224,0.44733,0.58637,0.52039,0.000283085,0.000283085,0.000283085
83,973.828,0.31292,0.46992,0.27849,0.88945,0.75454,0.80484,0.45036,0.45281,0.58344,0.52948,0.000268938,0.000268938,0.000268938
84,985.453,0.30904,0.47179,0.26867,0.82696,0.79109,0.79628,0.45124,0.45001,0.57847,0.52739,0.000254791,0.000254791,0.000254791
85,997.121,0.30539,0.45102,0.26451,0.84729,0.79124,0.81404,0.4522,0.44995,0.58962,0.51929,0.000240644,0.000240644,0.000240644
86,1008.85,0.30965,0.45271,0.26456,nan,0.98646,0.79562,0.44687,nan,nan,nan,0.000226497,0.000226497,0.000226497
87,1020.56,0.30031,0.4345,0.25633,nan,0.97668,0.79001,0.44654,nan,nan,nan,0.000212349,0.000212349,0.000212349
88,1032.17,0.29822,0.45307,0.26104,nan,0.97715,0.80721,0.45729,nan,nan,nan,0.000198202,0.000198202,0.000198202
89,1043.91,0.3038,0.4573,0.26209,nan,0.97622,0.80087,0.45391,nan,nan,nan,0.000184055,0.000184055,0.000184055
90,1055.55,0.30119,0.45028,0.25889,nan,0.97016,0.78853,0.44646,nan,nan,nan,0.000169908,0.000169908,0.000169908
91,1067.81,0.26867,0.36568,0.26895,nan,0.95306,0.78734,0.44233,nan,nan,nan,0.000155761,0.000155761,0.000155761
92,1079.46,0.26393,0.35293,0.25788,nan,0.97357,0.81624,0.45362,nan,nan,nan,0.000141614,0.000141614,0.000141614
93,1090.98,0.26049,0.34822,0.25444,nan,0.96829,0.80177,0.44777,nan,nan,nan,0.000127467,0.000127467,0.000127467
94,1102.49,0.26111,0.33743,0.25429,nan,0.97094,0.80535,0.44599,nan,nan,nan,0.00011332,0.00011332,0.00011332
95,1114.02,0.26006,0.34339,0.24963,nan,0.96643,0.8151,0.45633,nan,nan,nan,9.91726e-05,9.91726e-05,9.91726e-05
96,1125.58,0.25045,0.33513,0.24514,nan,0.97607,0.80813,0.45025,nan,nan,nan,8.50255e-05,8.50255e-05,8.50255e-05
97,1137.13,0.24915,0.33483,0.23951,nan,0.97156,0.80603,0.44826,nan,nan,nan,7.08784e-05,7.08784e-05,7.08784e-05
98,1148.69,0.2479,0.33129,0.23891,nan,0.96706,0.80105,0.43809,nan,nan,nan,5.67313e-05,5.67313e-05,5.67313e-05
99,1160.29,0.24933,0.32845,0.238,nan,0.97078,0.80152,0.44121,nan,nan,nan,4.25842e-05,4.25842e-05,4.25842e-05
100,1171.95,0.24432,0.32457,0.23372,nan,0.97078,0.8006,0.43975,nan,nan,nan,2.84371e-05,2.84371e-05,2.84371e-05
