metric,mean,std
accuracy,0.4580651609034579,0.09500423246196807
precision,0.9660811064806415,0.010612779189324547
recall,0.2910299003322259,0.13444084207681123
f1_score,0.4296461797303028,0.15769207139779826
mse,1.136078352988207,0.17888523406828497
mae,0.7842094743154109,0.10497296054750758
rmse,1.0625123950407795,0.08453261721319921
num_samples,10006.0,0.0
