metric,mean,std
accuracy,0.7790867579908676,0.0766010281947011
precision,0.9272900808752753,0.019916790527828136
recall,0.809109947643979,0.08054568422707911
f1_score,0.8625298690365467,0.054921575739774096
mse,0.5198173515981735,0.1429302811940439
mae,0.4107762557077626,0.10027447164084717
rmse,0.7148756818919667,0.09364887098982613
num_samples,2190.0,0.0
