metric,mean,std
accuracy,0.20986301369863014,0.04938655397238229
precision,0.9943632109671073,0.00798139776501466
recall,0.09434554973821989,0.05672590641540872
f1_score,0.16754640851059271,0.09309810183052265
mse,1.4296803652968038,0.0599861677236943
mae,1.0084931506849315,0.04933417522640992
rmse,1.1954279036478497,0.02514940311243356
num_samples,2190.0,0.0
